name,mana,card_text,attack,health,durability,class,card_type,rarity,card_mark,minion_type,spell_school
snowblind-harpy,3,Battlecry :  If you're holding a Forst spell  gain 5 Armor ,3.0,4.0,,['Neutral'],Minion,Rare,3.8,,
snowchugger,2,Freeze any character damaged by this minion ,2.0,3.0,,['Mage'],Minion,Common,4.3,['Mech'],
snowed-in,3,Destroy a damaged minion  Freeze all other minions ,,,,['Warrior'],Spell,Epic,4.6,,
snowfall-graveyard,3,Your Deathrattles trigger twice  Lasts 3 turns ,,,,['Rogue'],Spell,Rare,3.6,,
snowfall-guardian,6,Battlecry :  Freeze all other minions ,5.0,5.0,,['Shaman'],Minion,Common,4.5,['Elemental'],
snowflipper-penguin,0,You must be logged in to post a comment ,1.0,1.0,,['Neutral'],Minion,Common,3.9,['Beast'],
snowfury-giant,11,Costs (1) less for each Mana Crystal you've Overloaded this game ,8.0,8.0,,['Shaman'],Minion,Epic,4.2,['Elemental'],
soggoth-the-slitherer,9,TauntCan't be targeted by spells or Hero Powers ,5.0,9.0,,['Neutral'],Minion,Legendary,3.2,,
solar-eclipse,2,The next spell you cast this turn casts twice ,,,,['Druid'],Spell,Common,4.7,,Nature
soldier-of-fortune,4,Whenever this minion attacks  give your opponent a Coin ,5.0,6.0,,['Neutral'],Minion,Common,1.7,['Elemental'],
soldiers-caravan,2,At the start of your turn  summon two 1/1 Silver Hand Recruits ,1.0,3.0,,['Paladin'],Minion,Rare,3.0,,
solemn-vigil,5,Draw 2 cards  Costs (1) less for each minion that died this turn ,,,,['Paladin'],Spell,Common,3.9,,
solid-alibi,2,Until your next turn   your hero can only take 1 damage at a time ,,,,['Mage'],Spell,Epic,4.5,,
sonya-shadowdancer,3,After a friendly minion dies  add a 1/1 copy of it to your hand  It costs (1) ,2.0,2.0,,['Rogue'],Minion,Legendary,4.4,,
soot-spewer,3,Spell Damage +1,3.0,3.0,,['Mage'],Minion,Rare,2.9,['Mech'],
soothsayers-caravan,2,At the start of your turn  copy a spell from your opponent's deck to your hand ,1.0,3.0,,['Priest'],Minion,Rare,2.1,,
sorcerers-apprentice,4,Your spells cost (1) less ,3.0,2.0,,['Mage'],Minion,Common,4.7,,
sorcerers-gambit,1,Questline :  Cast a Fire  Frost and Arcane spell Reward :  Draw a spell ,,,,['Mage'],Spell,Legendary,3.3,,
sorcerous-substitute,6,Battlecry :  If you have Spell Damage  summon a copy of this ,6.0,6.0,,['Neutral'],Minion,Common,3.5,,
soul-barrage,5,When you play or discard this  deal 6 damage randomly split among all enemies ,,,,['Warlock'],Spell,Rare,3.0,,Shadow
soul-cleave,3,LifestealDeal 2 damage to two random enemy minions ,,,,"['Hunter', 'Demon Hunter']",Spell,,3.2,,Shadow
soul-infusion,1,Give the left-most minion in your hand +2/+2 ,,,,['Warlock'],Spell,Rare,3.8,,Shadow
soul-mirror,7,Summon copies of enemy minions  They attack their copies ,,,,['Priest'],Spell,Legendary,3.9,,Shadow
soul-of-the-forest,3,Give your minions Deathrattle :  Summon a 2/2 Treant ,,,,['Druid'],Spell,Common,3.6,,Nature
soul-of-the-murloc,2,Give your minions Deathrattle :  Summon a 1/1 Murloc ,,,,['Shaman'],Spell,Common,3.8,,
soul-rend,4,Deal 5 damage to all minions  Destroy a card in your deck for each killed ,,,,['Warlock'],Spell,Rare,2.0,,Shadow
soul-seeker,5,Battlecry :  Swap this with a random minion from your opponent's deck ,3.0,3.0,,['Neutral'],Minion,Common,2.8,,
soul-shear,2,Deal 3 damage to a minion  Shuffle 2 Soul Fragments into your deck ,,,,"['Hunter', 'Warlock', 'Demon Hunter']",Spell,Rare,4.5,,Shadow
soul-split,4,Choose a friendly Demon  Summon a copy of it ,,,,"['Hunter', 'Demon Hunter']",Spell,Rare,3.1,,Shadow
soulbound-ashtongue,1,Whenever this minion takes damage  also deal that amount to your hero ,1.0,4.0,,['Neutral'],Minion,Common,1.8,,
soulbreaker,3,After your hero attacks and kills a minion  gain 2 Corpses ,3.0,,2.0,['Death Knight'],Weapon,Common,4.0,,
soulciologist-malicia,7,Battlecry :  For each Soul Fragment in your deck  summon a 3/3 Soul with Rush ,5.0,5.0,,"['Hunter', 'Warlock', 'Demon Hunter']",Minion,Legendary,3.9,,
souleaters-scythe,4,Start of Game :  Consume 3 different minions in your deck  Leave behind Souls that Discover them ,4.0,,2.0,"['Hunter', 'Demon Hunter']",Weapon,Legendary,4.5,,
soulfire,1,Deal 4 damage  Discard a random card ,,,,['Warlock'],Spell,,3.6,,Fire
soulshard-lapidary,5,Battlecry :  Destroy a Soul Fragment in your deck to give your hero +5 Attack this turn ,5.0,5.0,,"['Hunter', 'Demon Hunter']",Minion,Common,4.6,,
soulstealer,8,Battlecry :  Destroy all other minions  Gain 1 Corpse for each enemy destroyed ,5.0,5.0,,['Death Knight'],Minion,Epic,4.9,['Undead'],
soulwarden,6,Battlecry :  Add 3 random cards you discarded this game to your hand ,6.0,6.0,,['Warlock'],Minion,Epic,4.5,,
sound-the-bells,2,EchoGive a minion +1/+2 ,,,,['Paladin'],Spell,Common,3.1,,
soup-vendor,2,Whenever you restore 3 or more Health to your hero  draw a card ,1.0,4.0,,['Neutral'],Minion,Rare,2.4,,
south-coast-chieftain,2,Battlecry :  If you control another Murloc  deal 2 damage ,3.0,2.0,,['Shaman'],Minion,Common,4.7,['Murloc'],
southsea-captain,3,Your other Pirates have +1/+1 ,3.0,3.0,,['Neutral'],Minion,Epic,4.0,['Pirate'],
southsea-deckhand,1,Has Charge while you have a weapon equipped ,2.0,1.0,,['Neutral'],Minion,Common,4.1,['Pirate'],
southsea-scoundrel,4,Battlecry :  Discover a card in your opponent's deck  They draw theirs as well ,5.0,5.0,,['Neutral'],Minion,Epic,2.1,['Pirate'],
southsea-squidface,4,Deathrattle :  Give your weapon +2 Attack ,4.0,4.0,,['Rogue'],Minion,Common,4.0,['Pirate'],
sow-the-soil,1,Choose One - Give your minions +1 Attack; or Summon a 2/2 Treant ,,,,['Druid'],Spell,Common,4.5,,Nature
spammy-arcanist,5,Battlecry :  Deal 1 to all other minions  If any die  repeat this ,3.0,4.0,,['Neutral'],Minion,Epic,4.0,,
spark-drill,6,RushDeathrattle :  Add two 1/1 Sparks with Rush to your hand ,5.0,1.0,,['Neutral'],Minion,Rare,1.7,['Mech'],
spark-engine,2,Battlecry :  Add a 1/1 Spark with Rush to your hand ,2.0,1.0,,['Neutral'],Minion,Rare,1.8,['Mech'],
sparkjoy-cheat,3,Battlecry :  If you're holding a Secret  cast it and draw a card ,3.0,3.0,,['Rogue'],Minion,Rare,4.8,,
sparring-partner,2,TauntBattlecry :  Give a minion Taunt ,3.0,2.0,,['Warrior'],Minion,Rare,3.0,,
spawn-of-deathwing,5,Battlecry :  Destroy a random enemy minion  Discard a card ,6.0,6.0,,['Warlock'],Minion,Common,2.7,['Dragon'],
spawn-of-nzoth,3,Deathrattle :  Give your minions +1/+1 ,2.0,2.0,,['Neutral'],Minion,Common,2.7,,
spawn-of-shadows,4,Inspire :  Deal 4 damage to each hero ,5.0,4.0,,['Priest'],Minion,Rare,2.9,,
spawnpool-forager,1,Deathrattle :  Summon a 1/1 Tinyfin ,1.0,2.0,,['Shaman'],Minion,Common,4.8,['Murloc'],
speaker-gidra,3,Rush  WindfurySpellburst :  Gain Attack and Health equal to the spell's Cost ,1.0,4.0,,"['Druid', 'Shaman']",Minion,Legendary,4.1,,
spectral-cutlass,4,LifestealWhenever you play a card from another class  gain +1 Durability ,2.0,,2.0,['Rogue'],Weapon,Epic,1.9,,
spectral-knight,5,Can't be targeted by spells or Hero Powers ,4.0,6.0,,['Neutral'],Minion,Common,3.5,,
spectral-pillager,6,Combo :  Deal damage equal to the number of other cards you've played this turn ,5.0,5.0,,['Rogue'],Minion,Epic,3.2,,
spectral-sight,2,Draw a card Outcast :  Draw another ,,,,"['Hunter', 'Demon Hunter']",Spell,Common,4.1,,
spectral-trainee,3,After you cast a spell  deal 1 damage to all enemy minions ,1.0,4.0,,['Mage'],Minion,Rare,3.1,['Undead'],
spellbender,3,Secret :  When an enemy casts a spell on a minion  summon a 1/3 as the new target ,,,,['Mage'],Spell,Epic,3.2,,
spellbook-binder,2,Battlecry :  If you have Spell Damage  draw a card ,3.0,2.0,,['Neutral'],Minion,Common,2.5,,
spellbreaker,4,Battlecry :  Silence a minion ,4.0,3.0,,['Neutral'],Minion,Common,4.2,,
spellcoiler,2,Battlecry :  If you've cast a spell while holding this  Discover a spell ,2.0,3.0,,['Mage'],Minion,Common,4.0,['Naga'],
spellshifter,2,Spell Damage +1Each turn this is in your hand  swap its Attack and Health ,1.0,4.0,,['Neutral'],Minion,Common,1.8,,
spellslinger,3,Battlecry :  Add a random spell card to each player's hand ,3.0,4.0,,['Mage'],Minion,Common,3.4,,
spellward-jeweler,3,Battlecry :  Your hero can't be targeted by spells or Hero Powers until your next turn ,3.0,4.0,,['Neutral'],Minion,Rare,2.7,,
spellweaver,6,Spell Damage +2,4.0,4.0,,['Neutral'],Minion,Common,1.6,,
spellzerker,2,Has Spell Damage +2 while damaged ,2.0,3.0,,['Neutral'],Minion,Common,2.2,,
sphere-of-sapience,1,At the start of your turn  look at your top card  You can put it on the bottom and lose 1 Durability ,0.0,,4.0,['Neutral'],Weapon,Legendary,4.3,,
spice-bread-baker,4,Battlecry :  Restore Health to your hero equal to your hand size ,3.0,2.0,,['Neutral'],Minion,Common,3.9,,
spider-bomb,3,MagneticDeathrattle :  Destroy a random enemy minion ,2.0,2.0,,['Hunter'],Minion,Rare,3.8,['Mech'],
spider-tank,3,You must be logged in to post a comment ,3.0,4.0,,['Neutral'],Minion,Common,3.9,['Mech'],
spiked-hogrider,5,Battlecry :  If an enemy minion has Taunt  gain Charge ,5.0,5.0,,['Neutral'],Minion,Rare,2.7,['Quilboar'],
spiked-wheel,1,Has +3 Attack while your hero has Armor ,0.0,,2.0,['Warrior'],Weapon,Common,4.3,,
spikeridged-steed,6,Give a minion +2/+6 and Taunt  When it dies  summon a Stegodon ,,,,['Paladin'],Spell,Rare,4.2,,
spirit-alpha,4,After you play a card with Overload  summon a 2/3 Spirit Wolf with Taunt ,2.0,5.0,,['Shaman'],Minion,Common,3.6,,
spirit-bomb,1,Deal 4 damage to a minion and your hero ,,,,['Warlock'],Spell,Common,3.2,,Shadow
spirit-claws,1,Has +2 Attack while you have Spell Damage ,1.0,,3.0,['Shaman'],Weapon,Common,3.7,,
spirit-echo,3,Give your minions Deathrattle :  Return this to your hand ,,,,['Shaman'],Spell,Epic,3.8,,Nature
spirit-guide,5,TauntDeathrattle :  Draw a Holy spell and a Shadow spell ,5.0,5.0,,['Priest'],Minion,Common,4.2,,
spirit-healer,4,After you cast a Holy spell  give a random friendly minion +2 Health ,3.0,6.0,,['Neutral'],Minion,Epic,2.1,,
spirit-jailer,1,Battlecry :  Shuffle 2 Soul Fragments into your deck ,1.0,3.0,,"['Hunter', 'Warlock', 'Demon Hunter']",Minion,Common,4.7,['Demon'],
spirit-lash,2,LifestealDeal 1 damage to all minions ,,,,['Priest'],Spell,Common,3.9,,Shadow
spirit-mount,2,Give a minion +1/+2 and Spell Damage +1  When it dies  summon a Spirit Raptor ,,,,['Shaman'],Spell,Common,3.5,,
spirit-of-the-bat,2,Stealth for 1 turn  After a friendly minion dies  give a minion in your hand +1/+1 ,0.0,3.0,,['Warlock'],Minion,Rare,2.3,,
spirit-of-the-dead,1,Stealth for 1 turn After a friendly minion dies  shuffle a 1-Cost copy of it into your deck ,0.0,3.0,,['Priest'],Minion,Rare,4.4,,
spirit-of-the-dragonhawk,2,Stealth for 1 turn Your Hero Power also targets adjacent minions ,0.0,3.0,,['Mage'],Minion,Rare,3.6,,
spirit-of-the-frog,3,Stealth for 1 turn Whenever you cast a spell  draw a spell from your deck that costs (1) more ,0.0,3.0,,['Shaman'],Minion,Rare,2.7,,
spirit-of-the-lynx,3,Stealth for 1 turn Whenever you summon a Beast  give it +1/+1 ,0.0,3.0,,['Hunter'],Minion,Rare,2.9,,
spirit-of-the-raptor,1,Stealth for 1 turn After your hero attacks and kills a minion  draw a card ,0.0,3.0,,['Druid'],Minion,Rare,1.9,,
spirit-of-the-rhino,1,Stelath for 1 turn Your Rush minions are Immune the turn they're summoned ,0.0,3.0,,['Warrior'],Minion,Rare,4.4,,
spirit-of-the-shark,4,Stealth for 1 turn  Your minions' Battlecries and Combos trigger twice ,0.0,3.0,,['Rogue'],Minion,Rare,4.0,,
spirit-of-the-tides,2,If you have any unspent Mana at the end of your turn  gain +1/+2 ,2.0,2.0,,['Druid'],Minion,Rare,2.1,['Elemental'],
spirit-of-the-tiger,4,Stealth for 1 turn After you cast a spell  summon a Tiger with stats equal to its Cost ,0.0,3.0,,['Paladin'],Minion,Rare,3.7,,
spirit-poacher,2,Battlecry :  Summon a random Dormant Wildseed ,2.0,2.0,,['Hunter'],Minion,Rare,4.4,,
spiritsinger-umbra,4,After you summon a minion  trigger its Deathrattle effect ,3.0,4.0,,['Neutral'],Minion,Legendary,4.5,,
spiteful-smith,5,Enrage :  Your weapon has +2 Attack ,4.0,6.0,,['Neutral'],Minion,Common,2.7,,
spiteful-summoner,6,Battlecry :  Reveal a spell from your deck  Summon a random minion with the same Cost ,4.0,4.0,,['Neutral'],Minion,Epic,3.8,,
spitelash-siren,4,After you play a Naga  refresh two Mana Crystals  (Then switch to spell!),2.0,5.0,,['Mage'],Minion,Epic,4.6,['Naga'],
spitting-camel,2,At the end of your turn  deal 1 damage to another friendly minion ,2.0,4.0,,['Neutral'],Minion,Common,1.8,['Beast'],
splintergraft,8,Battlecry :  Choose a friendly minion  Add a 10/10 copy to your hand that costs (10) ,8.0,8.0,,['Druid'],Minion,Legendary,2.9,,
splitting-axe,4,Battlecry :  Summon copies of your Totems ,3.0,,2.0,['Shaman'],Weapon,Epic,1.9,,
splitting-festeroot,8,Deathrattle :  Summon two 2/2 Splitting Saplings ,4.0,4.0,,['Neutral'],Minion,Epic,2.0,,
splitting-image,3,Secret :  When one of your minions is attacked  summon a copy of it ,,,,['Mage'],Spell,Epic,3.9,,Arcane
spotlight,2,TradeableConvert a friendly Divine Shield into a 5/5 Elemental ,,,,['Paladin'],Spell,Epic,4.6,,Holy
spread-the-word,4,Draw 2 cards  Costs (1) less for each Attack your hero has ,,,,['Druid'],Spell,Common,4.6,,
spreading-madness,3,Deal 9 damage randomly split among ALL characters ,,,,['Warlock'],Spell,Rare,3.0,,Shadow
spreading-plague,6,Summon a 1/5 Scarab with Taunt  If your opponent has more minions  cast this again ,,,,['Druid'],Spell,Rare,4.0,,Nature
spring-rocket,3,Battlecry :  Deal 2 damage ,2.0,1.0,,['Neutral'],Minion,Common,2.3,['Mech'],
spring-the-trap,4,Deal 3 damage to a minion and cast a Secret from your deck Honorable Kill :  Cast 2 ,,,,['Hunter'],Spell,Epic,4.4,,
springpaw,1,RushBattlecry :  Add a 1/1 Lynx with Rush to your hand ,1.0,1.0,,['Hunter'],Minion,Common,3.9,['Beast'],
sprint,5,Draw 4 cards ,,,,['Rogue'],Spell,Rare,3.7,,
spymistress,1,Stealth,3.0,1.0,,['Rogue'],Minion,Common,4.8,,
squallhunter,4,Spell Damage +2Overload :  (2),5.0,7.0,,['Shaman'],Minion,Common,4.7,['Dragon'],
squashling,2,EchoBattlecry :  Restore 2 Health ,2.0,1.0,,['Priest'],Minion,Common,3.6,,
squirming-tentacle,3,Taunt,2.0,4.0,,['Neutral'],Minion,Common,2.7,,
stablemaster,3,Battlecry :  Give a friendly Beast Immune this turn ,4.0,2.0,,['Hunter'],Minion,Epic,2.3,,
stag-charge,3,Deal 3 damage  Summon a random Dormant Wildseed ,,,,['Hunter'],Spell,Epic,4.3,,
stage-dive,1,Draw a Rush minion Corrupt :  Give it +2/+1 ,,,,['Warrior'],Spell,Rare,3.9,,
stage-hand,2,Battlecry :  Give a random minion in your hand +1/+1 ,3.0,2.0,,['Warrior'],Minion,Common,2.5,['Mech'],
stalagg,5,Deathrattle :  If Feugen also died this game  summon Thaddius ,7.0,4.0,,['Neutral'],Minion,Legendary,3.1,,
stampede,1,Each time you play a Beast this turn  add a random Beast to your hand ,,,,['Hunter'],Spell,Epic,4.5,,
stampeding-kodo,5,Battlecry :  Destroy a random enemy minion with 2 or less Attack ,3.0,5.0,,['Neutral'],Minion,Rare,3.8,['Beast'],
stampeding-roar,6,Summon a random Beast from your hand and give it Rush ,,,,['Druid'],Spell,Epic,3.0,,
stand-against-darkness,4,Summon five 1/1 Silver Hand Recruits ,,,,['Paladin'],Spell,Common,2.4,,
star-aligner,7,Battlecry :  If you control 3 minions with 7 Health  deal 7 damage to all enemies ,7.0,7.0,,['Neutral'],Minion,Epic,1.8,,
star-student-stelina,4,Outcast :  Look at 3 cards in your opponent's hand  Shuffle one of them into their deck ,4.0,3.0,,"['Hunter', 'Demon Hunter']",Minion,Legendary,3.6,,
starfall,5,Choose One - Deal 5 damage to a minion; or 2 damage to all enemy minions ,,,,['Druid'],Spell,Rare,3.5,,Arcane
starfire,6,Deal 5 damage  Draw a card ,,,,['Druid'],Spell,,2.9,,Arcane
stargazer-luna,3,After you play the right-most card in your hand  draw a card ,2.0,4.0,,['Mage'],Minion,Legendary,3.6,,
starlight-groove,3,Give your hero Divine Shield  For the rest of the game  playing a Holy spell refreshes it ,,,,['Paladin'],Spell,Legendary,4.7,,Holy
starscryer,2,Deathrattle :  Draw a spell ,3.0,1.0,,['Mage'],Minion,Common,3.4,,
starving-buzzard,2,Whenever you summon a Beast  draw a card ,2.0,1.0,,['Hunter'],Minion,,2.0,['Beast'],
static-waveform,3,At the start of EACH turn  lose 1 Attack or Health (chosen randomly) ,5.0,6.0,,['Neutral'],Minion,Rare,3.2,['Elemental'],
stealer-of-souls,4,After you draw a card  change its Cost to Health instead of Mana ,2.0,6.0,,['Warlock'],Minion,Rare,3.5,['Demon'],
steam-surger,4,Battlecry :  If you played an Elemental last turn  add a 'Flame Geyeser' to your hand ,5.0,4.0,,['Mage'],Minion,Rare,3.9,['Elemental'],
steamcleaner,5,Battlecry :  Destroy ALL cards in both players' decks that didn't start there ,5.0,5.0,,['Neutral'],Minion,Rare,3.9,['Mech'],
steamwheedle-sniper,2,Your Hero Power can target minions ,2.0,3.0,,['Hunter'],Minion,Epic,3.1,,
steel-beetle,2,Battlecry :  If you're holding a spell that costs (5) or more  gain 5 Armor ,2.0,3.0,,['Druid'],Minion,Rare,4.4,['Beast'],
steel-rager,4,Rush,5.0,1.0,,['Neutral'],Minion,Common,2.5,['Mech'],
steeldancer,4,Battlecry :  Summon a random minion with Cost equal to your weapon's Attack ,4.0,4.0,,"['Warrior', 'Rogue']",Minion,Epic,3.1,,
stegodon,4,Taunt,2.0,6.0,,['Neutral'],Minion,Common,2.5,['Beast'],
stereo-totem,2,At the end of your turn  give a random minion in your hand +2/+2 ,0.0,3.0,,['Neutral'],Minion,Common,2.4,['Totem'],
steward-of-darkshire,3,Whenever you summon a 1-Health minion  give it Divine Shield ,3.0,3.0,,['Paladin'],Minion,Rare,4.3,,
steward-of-scrolls,5,Spell Damage +1Batlecry :  Discover a spell ,4.0,4.0,,['Neutral'],Minion,Common,3.0,['Elemental'],
stewart-the-steward,3,Deathrattle :  Give the next Silver Hand Recruit you summon +3/+3 and this Deathrattle ,3.0,3.0,,['Paladin'],Minion,Legendary,3.6,,
sticky-situation,2,Secret :  After your opponent casts a spell  summon a 3/4 Spider with Stealth ,,,,['Rogue'],Spell,Common,4.5,,
stiltstepper,3,Battlecry :  Draw a card  If you play it this turn  give your hero +4 Attack this turn ,4.0,1.0,,"['Hunter', 'Demon Hunter']",Minion,Epic,3.4,,
stitched-creation,3,Combo :  Gain +2/+2 Infuse (2) :  Gain +3/+3 Manathirst (8) :  Gain +4/+4 ,1.0,1.0,,['Rogue'],Minion,Rare,3.0,['Undead'],
stitched-giant,9,Costs (1) less for each Corpse you've spent this game ,8.0,8.0,,['Death Knight'],Minion,Epic,4.7,['Undead'],
stitched-tracker,3,Battlecry :  Discover a copy of a minion in your deck ,2.0,2.0,,['Hunter'],Minion,Common,4.1,,
stockades-guard,1,Battlecry :  Give a friendly minion Taunt ,1.0,3.0,,['Neutral'],Minion,Common,3.5,,
stockades-prisoner,2,Starts Dormant After you play 3 cards  this awakens ,5.0,4.0,,['Neutral'],Minion,Epic,3.2,,
stolen-goods,2,Give a random Taunt minion in your hand +3/+3 ,,,,['Warrior'],Spell,Rare,2.9,,
stolen-steel,2,Discover a weapon (from another class) ,,,,[],Spell,Common,2.4,,
stone-sentinel,7,Battlecry :  If you played an Elemental last turn  summon two 2/3 Elementals with Taunt ,4.0,4.0,,['Shaman'],Minion,Epic,3.9,['Elemental'],
stoneborn-accuser,5,Infuse (5) :  Gain Battlecry :  Deal 5 damage ,5.0,5.0,,['Neutral'],Minion,Common,1.6,,
stoneborn-general,10,RushDeathrattle :  Summon an 8/8 Gravewing with Rush ,8.0,8.0,,['Neutral'],Minion,Common,3.1,,
stonebound-gargon,4,RushInfuse (3) :  Also damages the minions next to whomever this attacks ,3.0,5.0,,['Hunter'],Minion,Common,2.7,['Beast'],
stonehearth-vindicator,3,Battlecry :  Draw a spell that costs (3) or less  It costs (0) this turn ,3.0,1.0,,['Paladin'],Minion,Epic,4.0,,
stonehill-defender,3,TauntBattlecry :  Discover a Taunt minion ,1.0,4.0,,['Neutral'],Minion,Rare,3.5,,
stonemaul-anchorman,5,RushFrenzy :  Draw a card ,4.0,6.0,,['Warrior'],Minion,Common,4.0,['Pirate'],
stoneskin-basilisk,3,Divine ShieldPoisonous,1.0,1.0,,['Neutral'],Minion,Common,2.8,['Beast'],
stoneskin-gargoyle,3,At the start of your turn  restore this minion to full Health ,1.0,4.0,,['Neutral'],Minion,Common,2.0,,
stonesplinter-trogg,2,Whenever your opponent casts a spell  gain +1 Attack ,2.0,3.0,,['Neutral'],Minion,Common,3.3,,
stonetusk-boar,1,Charge,1.0,1.0,,['Neutral'],Minion,,3.1,['Beast'],
storm-chaser,4,Battlecry :  Draw a spell from your deck that costs (5) or more ,3.0,4.0,,['Shaman'],Minion,Rare,4.3,['Elemental'],
stormcrack,2,Deal 4 damage to a minion  Overload :  (1),,,,['Shaman'],Spell,Common,3.4,,Nature
stormforged-axe,2,Overload :  (1),2.0,,3.0,['Shaman'],Weapon,Common,3.4,,
stormhammer,3,Doesn't lose Durability while you control a Dragon ,3.0,,2.0,['Hunter'],Weapon,Epic,4.6,,
stormpike-aid-station,3,At the end of your turn  give your minions +2 Health  Lasts 3 turns ,,,,['Priest'],Spell,Rare,2.3,,
stormpike-battle-ram,4,RushDeathrattle :  Your next Beasts costs (2) less ,4.0,3.0,,['Hunter'],Minion,Rare,3.6,['Beast'],
stormpike-commando,5,Battlecry :  Deal 2 damage ,4.0,2.0,,['Neutral'],Minion,,1.9,,
stormpike-marshal,4,TauntIf you took 5 or more damage on your opponent's turn  this costs (1) ,2.0,6.0,,['Neutral'],Minion,Rare,3.9,,
stormpike-quartermaster,2,After you cast a spell  give a random minion in your hand +1/+1 ,2.0,2.0,,['Neutral'],Minion,Common,2.6,,
storms-wrath,1,Give your minions +1/+1 Overload :  (1),,,,['Shaman'],Spell,Rare,4.2,,Nature
stormstrike,3,Deal 3 damage to a minion  Give your hero +3 Attack this turn ,,,,['Shaman'],Spell,Common,4.2,,Nature
stormwatcher,7,Windfury,4.0,8.0,,['Neutral'],Minion,Common,1.9,['Elemental'],
stormwind-avenger,3,After you cast a spell on this minion  it gains +2 Attack ,1.0,5.0,,['Paladin'],Minion,Common,3.6,,
stormwind-champion,7,Your other minions have +1/+1 ,7.0,7.0,,['Neutral'],Minion,Common,3.8,,
stormwind-freebooter,3,Battlecry :  Give your hero +2 Attack this turn ,3.0,4.0,,['Warrior'],Minion,Common,3.5,['Pirate'],
stormwind-guard,5,TauntBattlecry :  Give adjacent minions +1/+1 ,4.0,5.0,,['Neutral'],Minion,Common,2.6,,
stormwind-knight,4,Charge,2.0,5.0,,['Neutral'],Minion,,2.3,,
stormwind-piper,3,After this minion attacks  give your Beasts +1/+1 ,1.0,6.0,,['Hunter'],Minion,Common,2.2,['Demon'],
stowaway,5,Battlecry :  If there are cards in your deck that didn’t start there  draw 2 of them ,4.0,4.0,,['Rogue'],Minion,Rare,3.8,,
stranglethorn-heart,8,TradeableResturrect all friendly Beasts that cost (5) or more ,,,,['Hunter'],Spell,Legendary,3.9,,
stranglethorn-tiger,5,Stealth,5.0,5.0,,['Neutral'],Minion,Common,3.7,['Beast'],
street-sweeper,4,Battlecry :  Deal 2 damage to all other minions ,2.0,2.0,,['Neutral'],Minion,Common,2.9,,
street-trickster,3,Spell Damage +1,0.0,7.0,,['Neutral'],Minion,Common,2.0,['Demon'],
streetwise-investigator,5,Battlecry :  Enemy minions lose Stealth ,4.0,6.0,,['Neutral'],Minion,Common,2.4,,
strength-in-numbers,1,Sidequest :  Spend 10 Mana on minions Reward :  Summon a minion from your deck ,,,,['Druid'],Spell,Common,2.2,,
strongman,7,TauntCorrupt :  This costs (0) ,6.0,6.0,,['Neutral'],Minion,Common,4.0,,
strongshell-scavenger,4,Battlecry :  Give your Taunt minions +2/+2 ,2.0,3.0,,['Druid'],Minion,Rare,3.4,,
stubborn-gastropod,2,TauntPoisonous,1.0,2.0,,['Neutral'],Minion,Common,3.4,['Beast'],
stubborn-suspect,4,Deathrattle :  Summon a random 3-Cost minion ,3.0,3.0,,['Neutral'],Minion,Common,3.0,,
subdue,2,Set a minion's Attack and Health to 1 ,,,,['Paladin'],Spell,Common,3.8,,
subject-9,5,Battlecry :  Draw 5 different Secrets from your deck ,,,,['Neutral'],,Legendary,3.5,['Beast'],
submerged-spacerock,2,Deathrattle :  Add two Arcane Mage spells to your hand  At the end of your turn  discard them ,2.0,2.0,,['Mage'],Minion,Rare,2.2,,
suckerhook,4,At the end of your turn  transform your weapon into one that costs (1) more ,3.0,6.0,,['Shaman'],Minion,Rare,2.6,['Pirate'],
sudden-betrayal,2,Secret :  When a minion attacks your hero  instead it attacks one of its neighbors ,,,,['Rogue'],Spell,Common,3.1,,
sudden-genesis,5,Summon copies of your damaged minions ,,,,['Warrior'],Spell,Epic,2.9,,Nature
suffocating-shadows,3,When you play or discard this  destroy a random enemy minion ,,,,['Warlock'],Spell,Rare,2.9,,
sulthraze,6,Overkill :  You may attack again ,4.0,,4.0,['Warrior'],Weapon,Epic,3.2,,
summer-flowerchild,5,Battlecry :  Draw two cards that cost (6) or more Finale :  They cost (1) less ,4.0,5.0,,['Druid'],Minion,Rare,4.1,,
summoning-portal,4,Your minions cost (2) less  but not less than (1) ,0.0,4.0,,['Warlock'],Minion,Common,2.7,,
summoning-stone,5,Whenever you cast a spell  summon a random minion of the same Cost ,0.0,6.0,,['Neutral'],Minion,Rare,3.0,,
sunborne-valkyr,5,Battlecry :  Give adjacent minions +2 Health ,5.0,4.0,,['Neutral'],Minion,Common,3.6,,
sunfire-smithing,4,Equip a 4/2 Sword  Give a random minion in your hand +4/+2 ,,,,['Warrior'],Spell,Rare,3.9,,Fire
sunfury-champion,1,After you cast a Fire spell  deal 1 damage to all minions ,1.0,3.0,,['Warrior'],Minion,Epic,3.6,,
sunfury-clergy,3,Battlecry :  Restore 3 Health to all friendly characters Manathirst (6) :  Restore 6 Health instead ,2.0,4.0,,['Neutral'],Minion,Common,3.0,,
sunfury-protector,2,Battlecry :  Give adjacent minions Taunt ,2.0,3.0,,['Neutral'],Minion,Rare,4.1,,
sunkeeper-tarim,6,TauntBattlecry :  Set all other minions' Attack and Health to 3 ,3.0,7.0,,['Paladin'],Minion,Legendary,3.9,,
sunreaver-spy,2,Battlecry :  If you control a Secret  gain +1/+1 F,2.0,3.0,,['Neutral'],Minion,Common,4.4,,
