,name,cardSet,type,text,playerClass,rarity,health,mechanics,cost,attack,race,spellSchool,durability,Category,armor,multiClassGroup
13888,Dragonling Mechanic,Vanilla,Minion,<b>Battlecry:</b> Summon a 2/1 Mechanical Dragonling.,Neutral,Free,4.0,[{'name': 'Battlecry'}],4.0,2.0,,,,Vanilla,,
13889,Dread Corsair,Vanilla,Minion,<b>Taunt</b>\nCosts (1) less per Attack of_your weapon.,Neutral,Common,3.0,[{'name': 'Taunt'}],4.0,3.0,Pirate,,,Vanilla,,
13891,Ethereal Arcanist,Vanilla,Minion,"If you control a <b>Secret</b> at_the end of your turn, gain +2/+2.",Mage,Rare,3.0,[{'name': 'Secret'}],4.0,3.0,,,,Vanilla,,
13892,Fireball,Vanilla,Spell,Deal $6 damage.,Mage,Free,,,4.0,,,,,Vanilla,,
13893,Gnomish Inventor,Vanilla,Minion,<b>Battlecry:</b> Draw a card.,Neutral,Free,4.0,[{'name': 'Battlecry'}],4.0,2.0,,,,Vanilla,,
13894,Hammer of Wrath,Vanilla,Spell,Deal $3 damage.\nDraw a card.,Paladin,Free,,,4.0,,,,,Vanilla,,
13895,Hellfire,Vanilla,Spell,Deal $3 damage to ALL_characters.,Warlock,Free,,,4.0,,,,,Vanilla,,
13896,Houndmaster,Vanilla,Minion,<b>Battlecry:</b> Give a friendly Beast +2/+2 and <b>Taunt</b>.,Hunter,Free,3.0,"[{'name': 'Taunt'}, {'name': 'Battlecry'}]",4.0,4.0,,,,Vanilla,,
13897,Keeper of the Grove,Vanilla,Minion,<b>Choose One -</b> Deal_2_damage; or <b>Silence</b> a minion.,Druid,Rare,4.0,[{'name': 'Silence'}],4.0,2.0,,,,Vanilla,,
13898,Kor'kron Elite,Vanilla,Minion,<b>Charge</b>,Warrior,Free,3.0,[{'name': 'Charge'}],4.0,4.0,,,,Vanilla,,
13899,Leeroy Jenkins,Vanilla,Minion,<b>Charge</b>. <b>Battlecry:</b> Summon two 1/1 Whelps for your opponent.,Neutral,Legendary,2.0,"[{'name': 'Charge'}, {'name': 'Battlecry'}]",4.0,6.0,,,,Vanilla,,
13900,Lightspawn,Vanilla,Minion,This minion's Attack is always equal to its Health.,Priest,Common,5.0,,4.0,0.0,,,,Vanilla,,
13901,Mass Dispel,Vanilla,Spell,<b>Silence</b> all enemy minions. Draw a card.,Priest,Rare,,[{'name': 'Silence'}],4.0,,,,,Vanilla,,
13902,Master of Disguise,Vanilla,Minion,<b>Battlecry:</b> Give a friendly minion <b>Stealth</b>.,Rogue,Rare,4.0,"[{'name': 'Stealth'}, {'name': 'Battlecry'}]",4.0,4.0,,,,Vanilla,,
13903,Mindgames,Vanilla,Spell,Put a copy of\na random minion from\nyour opponent's deck into the battlefield.,Priest,Epic,,,4.0,,,,,Vanilla,,
13904,Mogu'shan Warden,Vanilla,Minion,<b>Taunt</b>,Neutral,Common,7.0,[{'name': 'Taunt'}],4.0,1.0,,,,Vanilla,,
13906,Mortal Strike,Vanilla,Spell,"Deal $4 damage. If you have 12 or less Health, deal $6 instead.",Warrior,Rare,,,4.0,,,,,Vanilla,,
13907,Multi-Shot,Vanilla,Spell,Deal $3 damage to two random enemy minions.,Hunter,Free,,,4.0,,,,,Vanilla,,
13908,Oasis Snapjaw,Vanilla,Minion,,Neutral,Free,7.0,,4.0,2.0,Beast,,,Vanilla,,
13909,Ogre Magi,Vanilla,Minion,<b>Spell Damage +1</b>,Neutral,Free,4.0,[{'name': 'Spell Damage'}],4.0,4.0,,,,Vanilla,,
13910,Old Murk-Eye,Vanilla,Minion,<b>Charge</b>. Has +1 Attack for each other Murloc on the battlefield.,Neutral,Legendary,4.0,[{'name': 'Charge'}],4.0,2.0,Murloc,,,Vanilla,,
13911,Pit Lord,Vanilla,Minion,<b>Battlecry:</b> Deal 5 damage to your hero.,Warlock,Epic,6.0,[{'name': 'Battlecry'}],4.0,5.0,Demon,,,Vanilla,,
13912,Polymorph,Vanilla,Spell,Transform a minion\ninto a 1/1 Sheep.,Mage,Free,,,4.0,,,,,Vanilla,,
13914,Sen'jin Shieldmasta,Vanilla,Minion,<b>Taunt</b>,Neutral,Free,5.0,[{'name': 'Taunt'}],4.0,3.0,,,,Vanilla,,
13915,Shadow Madness,Vanilla,Spell,Gain control of an enemy minion with 3 or less Attack until end of turn.,Priest,Rare,,,4.0,,,,,Vanilla,,
13916,Shadowflame,Vanilla,Spell,Destroy a friendly minion and deal its Attack damage to all enemy minions.,Warlock,Rare,,[{'name': 'AffectedBySpellPower'}],4.0,,,,,Vanilla,,
13917,Silvermoon Guardian,Vanilla,Minion,<b>Divine Shield</b>,Neutral,Common,3.0,[{'name': 'Divine Shield'}],4.0,3.0,,,,Vanilla,,
13918,Soul of the Forest,Vanilla,Spell,"Give your minions ""<b>Deathrattle:</b> Summon a 2/2 Treant.""",Druid,Common,,[{'name': 'Deathrattle'}],4.0,,,,,Vanilla,,
13919,Spellbreaker,Vanilla,Minion,<b>Battlecry:</b> <b>Silence</b> a_minion.,Neutral,Common,3.0,"[{'name': 'Silence'}, {'name': 'Battlecry'}]",4.0,4.0,,,,Vanilla,,
13920,Stormwind Knight,Vanilla,Minion,<b>Charge</b>,Neutral,Free,5.0,[{'name': 'Charge'}],4.0,2.0,,,,Vanilla,,
13921,Summoning Portal,Vanilla,Minion,"Your minions cost (2) less, but not less than (1).",Warlock,Common,4.0,[{'name': 'Aura'}],4.0,0.0,,,,Vanilla,,
13922,Swipe,Vanilla,Spell,Deal $4 damage to an enemy and $1 damage to all other enemies.,Druid,Free,,,4.0,,,,,Vanilla,,
13923,Truesilver Champion,Vanilla,Weapon,"Whenever your hero attacks, restore #2_Health to it.",Paladin,Free,,,4.0,4.0,,,2.0,Vanilla,,
13924,Twilight Drake,Vanilla,Minion,<b>Battlecry:</b> Gain +1 Health for each card in your hand.,Neutral,Rare,1.0,[{'name': 'Battlecry'}],4.0,4.0,Dragon,,,Vanilla,,
13925,Violet Teacher,Vanilla,Minion,"Whenever you cast a spell, summon a 1/1 Violet Apprentice.",Neutral,Rare,5.0,,4.0,3.0,,,,Vanilla,,
13926,Water Elemental,Vanilla,Minion,<b>Freeze</b> any character damaged by this minion.,Mage,Free,6.0,[{'name': 'Freeze'}],4.0,3.0,,,,Vanilla,,
13927,Windspeaker,Vanilla,Minion,<b>Battlecry:</b> Give a friendly minion <b>Windfury</b>.,Shaman,Free,3.0,"[{'name': 'Windfury'}, {'name': 'Battlecry'}]",4.0,3.0,,,,Vanilla,,
13928,Abomination,Vanilla,Minion,<b>Taunt</b>. <b>Deathrattle:</b> Deal 2\ndamage to ALL characters.,Neutral,Rare,4.0,"[{'name': 'Taunt'}, {'name': 'Deathrattle'}]",5.0,4.0,,,,Vanilla,,
13929,Arcanite Reaper,Vanilla,Weapon,,Warrior,Free,,,5.0,5.0,,,2.0,Vanilla,,
13930,Assassin's Blade,Vanilla,Weapon,,Rogue,Free,,,5.0,3.0,,,4.0,Vanilla,,
13931,Assassinate,Vanilla,Spell,Destroy an enemy minion.,Rogue,Free,,,5.0,,,,,Vanilla,,
13932,Azure Drake,Vanilla,Minion,<b>Spell Damage +1</b>\n<b>Battlecry:</b> Draw a card.,Neutral,Rare,4.0,"[{'name': 'Spell Damage'}, {'name': 'Battlecry'}]",5.0,4.0,Dragon,,,Vanilla,,
13933,Bane of Doom,Vanilla,Spell,"Deal $2 damage to_a character. If that kills it, summon a random Demon.",Warlock,Epic,,,5.0,,,,,Vanilla,,
13934,Blessed Champion,Vanilla,Spell,Double a minion's Attack.,Paladin,Rare,,,5.0,,,,,Vanilla,,
13935,Bloodlust,Vanilla,Spell,Give your minions +3_Attack this turn.,Shaman,Free,,,5.0,,,,,Vanilla,,
13936,Booty Bay Bodyguard,Vanilla,Minion,<b>Taunt</b>,Neutral,Free,4.0,[{'name': 'Taunt'}],5.0,5.0,,,,Vanilla,,
13937,Brawl,Vanilla,Spell,Destroy all minions except one. <i>(chosen randomly)</i>,Warrior,Epic,,,5.0,,,,,Vanilla,,
13938,Captain Greenskin,Vanilla,Minion,<b>Battlecry:</b> Give your weapon +1/+1.,Neutral,Legendary,4.0,[{'name': 'Battlecry'}],5.0,5.0,Pirate,,,Vanilla,,
13939,Darkscale Healer,Vanilla,Minion,<b>Battlecry:</b> Restore #2 Health to all friendly characters.,Neutral,Free,5.0,[{'name': 'Battlecry'}],5.0,4.0,,,,Vanilla,,
13941,Doomguard,Vanilla,Minion,<b>Charge</b>. <b>Battlecry:</b> Discard two random cards.,Warlock,Rare,7.0,"[{'name': 'Charge'}, {'name': 'Battlecry'}]",5.0,5.0,Demon,,,Vanilla,,
13943,Doomhammer,Vanilla,Weapon,"<b>Windfury, Overload:</b> (2)",Shaman,Epic,,"[{'name': 'Overload'}, {'name': 'Windfury'}]",5.0,2.0,,,8.0,Vanilla,,
13944,Druid of the Claw,Vanilla,Minion,<b>Choose One -</b> <b>Charge</b>; or +2 Health and <b>Taunt</b>.,Druid,Common,4.0,"[{'name': 'Taunt'}, {'name': 'Charge'}]",5.0,4.0,,,,Vanilla,,
13947,Earth Elemental,Vanilla,Minion,<b>Taunt</b>. <b><b>Overload</b>:</b> (3),Shaman,Epic,8.0,"[{'name': 'Overload'}, {'name': 'Taunt'}]",5.0,7.0,,,,Vanilla,,
13948,Elite Tauren Chieftain,Vanilla,Minion,<b>Battlecry:</b> Give both players the power to ROCK! (with a Power Chord card),Neutral,Legendary,5.0,[{'name': 'Battlecry'}],5.0,5.0,,,,Vanilla,,
13950,Explosive Shot,Vanilla,Spell,Deal $5 damage to a minion and $2 damage to adjacent ones.,Hunter,Rare,,,5.0,,,,,Vanilla,,
13951,Faceless Manipulator,Vanilla,Minion,<b>Battlecry:</b> Choose a minion and become a copy of it.,Neutral,Epic,3.0,[{'name': 'Battlecry'}],5.0,3.0,,,,Vanilla,,
13952,Fen Creeper,Vanilla,Minion,<b>Taunt</b>,Neutral,Common,6.0,[{'name': 'Taunt'}],5.0,3.0,,,,Vanilla,,
13953,Frostwolf Warlord,Vanilla,Minion,<b>Battlecry:</b> Gain +1/+1 for each other friendly minion on the battlefield.,Neutral,Free,4.0,[{'name': 'Battlecry'}],5.0,4.0,,,,Vanilla,,
13954,Gadgetzan Auctioneer,Vanilla,Minion,"Whenever you cast a spell, draw a card.",Neutral,Rare,4.0,,5.0,4.0,,,,Vanilla,,
13955,Gurubashi Berserker,Vanilla,Minion,"Whenever this minion takes damage, gain +3_Attack.",Neutral,Free,7.0,,5.0,2.0,,,,Vanilla,,
13956,Harrison Jones,Vanilla,Minion,<b>Battlecry:</b> Destroy your opponent's weapon and draw cards equal to its Durability.,Neutral,Legendary,4.0,[{'name': 'Battlecry'}],5.0,5.0,,,,Vanilla,,
13957,Holy Nova,Vanilla,Spell,Deal $2 damage to all enemies. Restore #2 Health to all friendly characters.,Priest,Free,,,5.0,,,,,Vanilla,,
13958,Holy Wrath,Vanilla,Spell,Draw a card and deal_damage equal to_its Cost.,Paladin,Rare,,[{'name': 'AffectedBySpellPower'}],5.0,,,,,Vanilla,,
13959,Nightblade,Vanilla,Minion,<b>Battlecry: </b>Deal 3 damage to the enemy hero.,Neutral,Free,4.0,[{'name': 'Battlecry'}],5.0,4.0,,,,Vanilla,,
13960,Nourish,Vanilla,Spell,<b>Choose One -</b> Gain 2_Mana Crystals; or Draw 3 cards.,Druid,Rare,,,5.0,,,,,Vanilla,,
13962,Silver Hand Knight,Vanilla,Minion,<b>Battlecry:</b> Summon a 2/2_Squire.,Neutral,Common,4.0,[{'name': 'Battlecry'}],5.0,4.0,,,,Vanilla,,
13963,Spiteful Smith,Vanilla,Minion,<b>Enrage:</b> Your weapon has +2 Attack.,Neutral,Common,6.0,,5.0,4.0,,,,Vanilla,,
13964,Stampeding Kodo,Vanilla,Minion,<b>Battlecry:</b> Destroy a random enemy minion with 2 or less Attack.,Neutral,Rare,5.0,[{'name': 'Battlecry'}],5.0,3.0,Beast,,,Vanilla,,
13965,Starfall,Vanilla,Spell,<b>Choose One -</b>\nDeal $5 damage to a minion; or $2 damage to all enemy minions.,Druid,Rare,,,5.0,,,,,Vanilla,,
13968,Stormpike Commando,Vanilla,Minion,<b>Battlecry:</b> Deal 2 damage.,Neutral,Free,2.0,[{'name': 'Battlecry'}],5.0,4.0,,,,Vanilla,,
13969,Stranglethorn Tiger,Vanilla,Minion,<b>Stealth</b>,Neutral,Common,5.0,[{'name': 'Stealth'}],5.0,5.0,Beast,,,Vanilla,,
13970,Tundra Rhino,Vanilla,Minion,Your Beasts have <b>Charge</b>.,Hunter,Free,5.0,"[{'name': 'Charge'}, {'name': 'Aura'}]",5.0,2.0,Beast,,,Vanilla,,
13971,Venture Co. Mercenary,Vanilla,Minion,Your minions cost (3) more.,Neutral,Common,6.0,[{'name': 'Aura'}],5.0,7.0,,,,Vanilla,,
13972,Archmage,Vanilla,Minion,<b>Spell Damage +1</b>,Neutral,Free,7.0,[{'name': 'Spell Damage'}],6.0,4.0,,,,Vanilla,,
13973,Argent Commander,Vanilla,Minion,<b>Charge</b>\n<b>Divine Shield</b>,Neutral,Rare,2.0,"[{'name': 'Charge'}, {'name': 'Divine Shield'}]",6.0,4.0,,,,Vanilla,,
13974,Avenging Wrath,Vanilla,Spell,Deal $8 damage randomly split among all enemy characters.,Paladin,Epic,,[{'name': 'ImmuneToSpellpower'}],6.0,,,,,Vanilla,,
13975,Blizzard,Vanilla,Spell,Deal $2 damage to all enemy minions and <b>Freeze</b> them.,Mage,Rare,,[{'name': 'Freeze'}],6.0,,,,,Vanilla,,
13976,Boulderfist Ogre,Vanilla,Minion,,Neutral,Free,7.0,,6.0,6.0,,,,Vanilla,,
13977,Cabal Shadow Priest,Vanilla,Minion,<b>Battlecry:</b> Take control of an enemy minion that has 2 or less Attack.,Priest,Epic,5.0,[{'name': 'Battlecry'}],6.0,4.0,,,,Vanilla,,
13978,Cairne Bloodhoof,Vanilla,Minion,<b>Deathrattle:</b> Summon a 4/5 Baine Bloodhoof.,Neutral,Legendary,5.0,[{'name': 'Deathrattle'}],6.0,4.0,,,,Vanilla,,
13979,Dread Infernal,Vanilla,Minion,<b>Battlecry:</b> Deal 1 damage to ALL other characters.,Warlock,Free,6.0,[{'name': 'Battlecry'}],6.0,6.0,Demon,,,Vanilla,,
13980,Fire Elemental,Vanilla,Minion,<b>Battlecry:</b> Deal 3 damage.,Shaman,Free,5.0,[{'name': 'Battlecry'}],6.0,6.0,,,,Vanilla,,
13981,Force of Nature,Vanilla,Spell,Summon three 2/2 Treants with\n<b>Charge</b> that die at the end of the turn.,Druid,Epic,,[{'name': 'Charge'}],6.0,,,,,Vanilla,,
13982,Frost Elemental,Vanilla,Minion,<b>Battlecry:</b> <b>Freeze</b> a_character.,Neutral,Common,5.0,"[{'name': 'Battlecry'}, {'name': 'Freeze'}]",6.0,5.0,,,,Vanilla,,
13983,Gelbin Mekkatorque,Vanilla,Minion,<b>Battlecry:</b> Summon an AWESOME invention.,Neutral,Legendary,6.0,[{'name': 'Battlecry'}],6.0,6.0,,,,Vanilla,,
13984,Hogger,Vanilla,Minion,"At the end of your turn, summon a 2/2 Gnoll with_<b>Taunt</b>.",Neutral,Legendary,4.0,[{'name': 'Taunt'}],6.0,4.0,,,,Vanilla,,
13985,Holy Fire,Vanilla,Spell,Deal $5 damage. Restore #5 Health to your hero.,Priest,Rare,,,6.0,,,,,Vanilla,,
13986,Illidan Stormrage,Vanilla,Minion,"Whenever you play a card, summon a 2/1 Flame of Azzinoth.",Neutral,Legendary,5.0,,6.0,7.0,Demon,,,Vanilla,,
13988,Kidnapper,Vanilla,Minion,<b>Combo:</b> Return a minion to_its owner's hand.,Rogue,Epic,3.0,[{'name': 'Combo'}],6.0,5.0,,,,Vanilla,,
13989,Lord of the Arena,Vanilla,Minion,<b>Taunt</b>,Neutral,Free,5.0,[{'name': 'Taunt'}],6.0,6.0,,,,Vanilla,,
13990,Priestess of Elune,Vanilla,Minion,<b>Battlecry:</b> Restore #4 Health to your hero.,Neutral,Common,4.0,[{'name': 'Battlecry'}],6.0,5.0,,,,Vanilla,,
13991,Reckless Rocketeer,Vanilla,Minion,<b>Charge</b>,Neutral,Free,2.0,[{'name': 'Charge'}],6.0,5.0,,,,Vanilla,,
13992,Savannah Highmane,Vanilla,Minion,<b>Deathrattle:</b> Summon two 2/2 Hyenas.,Hunter,Rare,5.0,[{'name': 'Deathrattle'}],6.0,6.0,Beast,,,Vanilla,,
13993,Siphon Soul,Vanilla,Spell,Destroy a minion. Restore #3 Health to_your hero.,Warlock,Rare,,,6.0,,,,,Vanilla,,
13994,Starfire,Vanilla,Spell,Deal $5 damage.\nDraw a card.,Druid,Free,,,6.0,,,,,Vanilla,,
13995,Sunwalker,Vanilla,Minion,<b>Taunt</b>\n<b>Divine Shield</b>,Neutral,Rare,5.0,"[{'name': 'Taunt'}, {'name': 'Divine Shield'}]",6.0,4.0,,,,Vanilla,,
13996,Sylvanas Windrunner,Vanilla,Minion,<b>Deathrattle:</b> Take\ncontrol of a random\nenemy minion.,Neutral,Legendary,5.0,[{'name': 'Deathrattle'}],6.0,5.0,,,,Vanilla,,
13997,Temple Enforcer,Vanilla,Minion,<b>Battlecry:</b> Give a friendly minion +3 Health.,Priest,Common,6.0,[{'name': 'Battlecry'}],6.0,6.0,,,,Vanilla,,
13998,The Beast,Vanilla,Minion,[x]<b>Deathrattle:</b> Summon a\n3/3 Pip Quickwit for\nyour opponent.,Neutral,Legendary,7.0,[{'name': 'Deathrattle'}],6.0,9.0,Beast,,,Vanilla,,
13999,The Black Knight,Vanilla,Minion,<b>Battlecry:</b> Destroy an enemy minion with <b>Taunt</b>.,Neutral,Legendary,5.0,"[{'name': 'Taunt'}, {'name': 'Battlecry'}]",6.0,4.0,,,,Vanilla,,
14000,Vanish,Vanilla,Spell,Return all minions to their owner's hand.,Rogue,Common,,,6.0,,,,,Vanilla,,
14001,Windfury Harpy,Vanilla,Minion,<b>Windfury</b>,Neutral,Common,5.0,[{'name': 'Windfury'}],6.0,4.0,,,,Vanilla,,
14002,Ancient of Lore,Vanilla,Minion,<b>Choose One -</b> Draw 2 cards; or Restore #5 Health.,Druid,Epic,5.0,,7.0,5.0,,,,Vanilla,,
14003,Ancient of War,Vanilla,Minion,<b>Choose One -</b>\n+5 Attack; or +5 Health and <b>Taunt</b>.,Druid,Epic,5.0,[{'name': 'Taunt'}],7.0,5.0,,,,Vanilla,,
14006,Archmage Antonidas,Vanilla,Minion,"Whenever you cast a spell, add a 'Fireball' spell to_your hand.",Mage,Legendary,7.0,,7.0,5.0,,,,Vanilla,,
14007,Baron Geddon,Vanilla,Minion,"At the end of your turn, deal 2 damage to ALL other characters.",Neutral,Legendary,5.0,,7.0,7.0,,,,Vanilla,,
14008,Core Hound,Vanilla,Minion,,Neutral,Free,5.0,,7.0,9.0,Beast,,,Vanilla,,
14009,Flamestrike,Vanilla,Spell,Deal $4 damage to all enemy minions.,Mage,Free,,,7.0,,,,,Vanilla,,
14010,Gladiator's Longbow,Vanilla,Weapon,Your hero is <b>Immune</b> while attacking.,Hunter,Epic,,,7.0,5.0,,,2.0,Vanilla,,
14011,Gorehowl,Vanilla,Weapon,Attacking a minion costs 1 Attack instead of 1 Durability.,Warrior,Epic,,,7.0,7.0,,,1.0,Vanilla,,
14012,Guardian of Kings,Vanilla,Minion,<b>Battlecry:</b> Restore #6 Health to your hero.,Paladin,Free,6.0,[{'name': 'Battlecry'}],7.0,5.0,,,,Vanilla,,
14013,Prophet Velen,Vanilla,Minion,Double the damage and healing of your spells and Hero Power.,Priest,Legendary,7.0,,7.0,7.0,,,,Vanilla,,
14014,Ravenholdt Assassin,Vanilla,Minion,<b>Stealth</b>,Neutral,Rare,5.0,[{'name': 'Stealth'}],7.0,7.0,,,,Vanilla,,
14016,Sprint,Vanilla,Spell,Draw 4 cards.,Rogue,Free,,,7.0,,,,,Vanilla,,
14017,Stormwind Champion,Vanilla,Minion,Your other minions have +1/+1.,Neutral,Free,6.0,[{'name': 'Aura'}],7.0,6.0,,,,Vanilla,,
14019,War Golem,Vanilla,Minion,,Neutral,Free,7.0,,7.0,7.0,,,,Vanilla,,
14020,Al'Akir the Windlord,Vanilla,Minion,"<b>Charge, Divine Shield, Taunt, Windfury</b>",Shaman,Legendary,5.0,"[{'name': 'Charge'}, {'name': 'Divine Shield'}, {'name': 'Windfury'}, {'name': 'Taunt'}]",8.0,3.0,,,,Vanilla,,
14021,Grommash Hellscream,Vanilla,Minion,<b>Charge</b>\n<b>Enrage:</b> +6 Attack,Warrior,Legendary,9.0,[{'name': 'Charge'}],8.0,4.0,,,,Vanilla,,
14022,Gruul,Vanilla,Minion,"At the end of each turn, gain +1/+1 .",Neutral,Legendary,7.0,,8.0,7.0,,,,Vanilla,,
14023,Ironbark Protector,Vanilla,Minion,<b>Taunt</b>,Druid,Free,8.0,[{'name': 'Taunt'}],8.0,8.0,,,,Vanilla,,
14024,Lay on Hands,Vanilla,Spell,Restore #8 Health. Draw_3 cards.,Paladin,Epic,,,8.0,,,,,Vanilla,,
14025,Ragnaros the Firelord,Vanilla,Minion,"Can't attack. At the end of your turn, deal 8 damage to a random enemy.",Neutral,Legendary,8.0,,8.0,8.0,,,,Vanilla,,
14026,Tirion Fordring,Vanilla,Minion,"<b><b>Divine Shield</b>,</b> <b>Taunt</b> <b>Deathrattle:</b> Equip a 5/3_Ashbringer.",Paladin,Legendary,6.0,"[{'name': 'Divine Shield'}, {'name': 'Taunt'}, {'name': 'Deathrattle'}]",8.0,6.0,,,,Vanilla,,
14027,Twisting Nether,Vanilla,Spell,Destroy all minions.,Warlock,Epic,,,8.0,,,,,Vanilla,,
14028,Alexstrasza,Vanilla,Minion,<b>Battlecry:</b> Set a hero's remaining Health to 15.,Neutral,Legendary,8.0,[{'name': 'Battlecry'}],9.0,8.0,Dragon,,,Vanilla,,
14029,Cenarius,Vanilla,Minion,<b>Choose One -</b> Give your other minions +2/+2; or Summon two 2/2 Treants with <b>Taunt</b>.,Druid,Legendary,8.0,[{'name': 'Taunt'}],9.0,5.0,,,,Vanilla,,
14031,King Krush,Vanilla,Minion,<b>Charge</b>,Hunter,Legendary,8.0,[{'name': 'Charge'}],9.0,8.0,Beast,,,Vanilla,,
14032,Lord Jaraxxus,Vanilla,Minion,<b>Battlecry:</b> Destroy your hero and replace it with Lord Jaraxxus.,Warlock,Legendary,15.0,[{'name': 'Battlecry'}],9.0,3.0,Demon,,,Vanilla,,
14033,Malygos,Vanilla,Minion,<b>Spell Damage +5</b>,Neutral,Legendary,12.0,[{'name': 'Spell Damage'}],9.0,4.0,Dragon,,,Vanilla,,
14034,Nozdormu,Vanilla,Minion,Players only have 15 seconds to take their_turns.,Neutral,Legendary,8.0,,9.0,8.0,Dragon,,,Vanilla,,
14035,Onyxia,Vanilla,Minion,<b>Battlecry:</b> Summon 1/1 Whelps until your side of the battlefield is full.,Neutral,Legendary,8.0,[{'name': 'Battlecry'}],9.0,8.0,Dragon,,,Vanilla,,
14037,Ysera,Vanilla,Minion,"At the end of your turn, add_a Dream Card to_your hand.",Neutral,Legendary,12.0,,9.0,4.0,Dragon,,,Vanilla,,
14038,Deathwing,Vanilla,Minion,<b>Battlecry:</b> Destroy all other minions and discard your_hand.,Neutral,Legendary,12.0,[{'name': 'Battlecry'}],10.0,12.0,Dragon,,,Vanilla,,
14039,Mind Control,Vanilla,Spell,Take control of an enemy minion.,Priest,Free,,,10.0,,,,,Vanilla,,
14040,Pyroblast,Vanilla,Spell,Deal $10 damage.,Mage,Epic,,,10.0,,,,,Vanilla,,
14041,Sea Giant,Vanilla,Minion,Costs (1) less for each other minion on the battlefield.,Neutral,Epic,8.0,,10.0,8.0,,,,Vanilla,,
14042,Mountain Giant,Vanilla,Minion,Costs (1) less for each other card in your hand.,Neutral,Epic,8.0,,12.0,8.0,,,,Vanilla,,
14043,Molten Giant,Vanilla,Minion,Costs (1) less for each damage your hero has taken.,Neutral,Epic,8.0,,20.0,8.0,,,,Vanilla,,
14251,Devouring Swarm,United in Stormwind,Spell,"[x]Choose an enemy minion.\nYour minions attack it,\nthen return any that die\n to your hand.",Hunter,Rare,,,0.0,,,,,United in Stormwind,,
14257,Hot Streak,United in Stormwind,Spell,Your next Fire spell this turn costs (2) less.,Mage,Common,,,0.0,,,Fire,,United in Stormwind,,
14260,Provoke,United in Stormwind,Spell,[x]<b>Tradeable</b>\nChoose a friendly minion.\nEnemy minions attack it.,Warrior,Epic,,[{'name': 'Tradeable'}],0.0,,,,,United in Stormwind,,
14270,Blackwater Cutlass,United in Stormwind,Weapon,"[x]<b>Tradeable</b>\nAfter you <b>Trade</b> this,\nreduce the cost of a spell\nin your hand by (1).",Rogue,Common,,[{'name': 'Tradeable'}],1.0,2.0,,,2.0,United in Stormwind,,
14273,Blessed Goods,United in Stormwind,Spell,"<b>Discover</b> a <b>Secret</b>, weapon, or <b>Divine Shield</b> minion.",Paladin,Common,,"[{'name': 'Secret'}, {'name': 'Discover'}, {'name': 'Divine Shield'}]",1.0,,,Holy,,United in Stormwind,,
14275,Call of the Grave,United in Stormwind,Spell,"[x]<b>Discover</b> a <b>Deathrattle</b>\nminion. If you have\nenough Mana to play it,\ntrigger its <b>Deathrattle</b>.",Priest,Epic,,"[{'name': 'Discover'}, {'name': 'Deathrattle'}]",1.0,,,Shadow,,United in Stormwind,,
14278,Command the Elements,United in Stormwind,Spell,[x]<b>Questline:</b> Play 3 cards\n with <b>Overload</b>.\n<b>Reward:</b> Unlock your\n<b>Overloaded</b> Mana Crystals.,Shaman,Legendary,,"[{'name': 'Questline'}, {'name': 'Overload'}]",1.0,,,,,United in Stormwind,,
14281,Defend the Dwarven District,United in Stormwind,Spell,<b>Questline:</b> Deal damage with 2 spells. <b>Reward:</b> Your Hero Power can target minions.,Hunter,Legendary,,[{'name': 'Questline'}],1.0,,,,,United in Stormwind,,
14284,Druid of the Reef,United in Stormwind,Minion,[x]<b>Choose One - </b>Transform into\na 3/1 Shark with <b>Rush</b>; or\na 1/3 Turtle with <b>Taunt</b>.,Druid,Common,1.0,"[{'name': 'Rush'}, {'name': 'Taunt'}]",1.0,1.0,,,,United in Stormwind,,
14288,Elwynn Boar,United in Stormwind,Minion,"[x]<b>Deathrattle:</b> If you had 7\nElwynn Boars die this game,\nequip a 15/3 Sword of a\n___Thousand Truths.@ <i>(@/7)</i>",Neutral,Epic,1.0,[{'name': 'Deathrattle'}],1.0,1.0,Beast,,,United in Stormwind,,
14293,Final Showdown,United in Stormwind,Spell,<b>Questline:</b> Draw 4 cards in one turn. <b>Reward:</b> Reduce the Cost of the cards drawn by (1).,Demon Hunter,Legendary,,[{'name': 'Questline'}],1.0,,,,,United in Stormwind,,
14294,Find the Imposter,United in Stormwind,Spell,<b>Questline:</b> Play 2\nSI:7 cards.\n<b>Reward:</b> Add a Spy Gizmo to your hand.,Rogue,Legendary,,[{'name': 'Questline'}],1.0,,,,,United in Stormwind,,
14296,First Flame,United in Stormwind,Spell,Deal $2 damage to a minion. Add a Second Flame to your hand.,Mage,Rare,,,1.0,,,Fire,,United in Stormwind,,
14304,Investment Opportunity,United in Stormwind,Spell,[x]Draw an <b>Overload</b> card.,Shaman,Common,,[{'name': 'Overload'}],1.0,,,,,United in Stormwind,,
14307,Leatherworking Kit,United in Stormwind,Weapon,"[x]After three friendly\nBeasts die, draw a Beast\nand give it +1/+1.\nLose 1 Durability.",Hunter,Rare,,,1.0,,,,3.0,United in Stormwind,,
14311,Lost in the Park,United in Stormwind,Spell,<b>Questline:</b> Gain 4 Attack with your hero. <b>Reward:</b> Gain 5 Armor.,Druid,Legendary,,[{'name': 'Questline'}],1.0,,,,,United in Stormwind,,
